# Frame, Distance
0,22.423771
1,13.722606
2,15.868275
3,12.729483
4,13.732486
5,13.431816
6,11.978836
7,8.850086
8,12.402620
9,11.846275
10,9.007127
11,9.771787
12,11.392127
13,10.294683
14,9.697704
15,12.838606
16,11.155831
17,15.095500
18,11.702423
19,13.848028
20,12.860268
21,16.093845
22,13.687284
23,13.153703
24,13.500269
25,6.509667
26,6.751291
27,9.274415
28,6.476227
29,3.368585
30,8.948390
31,11.620445
32,11.448224
33,9.491785
34,16.330761
35,13.872910
36,20.296437
37,20.777907
38,13.908458
39,18.608690
40,21.277792
41,18.257261
42,23.304521
43,18.164183
44,21.895345
45,18.795338
46,19.435805
47,21.030091
48,19.990021
49,15.306888
50,17.359138
51,18.711493
52,16.484277
53,14.879408
54,15.533592
55,16.509285
56,12.876273
57,17.234020
58,14.593194
59,16.945007
60,16.219165
61,16.433448
62,9.903809
63,18.598210
64,18.783894
65,20.661246
66,18.074317
67,19.327849
68,19.101979
69,18.441444
70,17.605112
71,20.539896
72,19.992014
73,22.079184
74,20.436348
75,18.277394
76,20.019775
77,23.443266
78,16.877775
79,15.296887
80,14.488343
81,21.096490
82,18.026844
83,19.631062
84,20.752736
85,19.632979
86,19.121098
87,16.104655
88,16.232489
89,19.209444
90,17.786429
91,13.127951
92,15.716089
93,14.654710
94,15.046007
95,12.716027
96,13.677116
97,17.668613
98,14.799415
99,15.320737
100,13.724938
101,10.425363
102,10.998059
103,9.800007
104,9.556896
105,15.970632
106,17.325106
107,18.632485
108,16.658570
109,14.414711
110,13.208070
111,14.056162
112,13.845373
113,17.734739
114,15.420000
115,16.285204
116,17.319801
117,13.601310
118,17.834944
119,15.398634
120,14.498817
121,17.455789
122,15.538599
123,11.047880
124,8.709592
125,11.496423
126,14.827161
127,10.545993
128,12.144966
129,9.324593
130,15.275613
131,8.926148
132,13.030599
133,15.841353
134,14.352439
135,16.097522
136,14.246218
137,14.298254
138,15.038866
139,12.862535
140,14.330147
141,11.108277
142,11.263789
143,14.043352
144,11.673392
145,13.348599
146,15.908169
147,19.002195
148,18.734375
149,17.787556
150,17.138387
151,18.430415
152,17.946289
153,21.165331
154,15.575592
155,16.773408
156,17.808014
157,18.188510
158,19.236816
159,16.283451
160,18.046126
161,18.642380
162,19.499725
163,17.471880
164,19.269789
165,17.437387
166,14.427444
167,14.895599
168,14.100782
169,15.106092
170,12.900120
171,17.217183
172,15.264345
173,13.202993
174,12.604613
175,9.283049
176,12.258197
177,11.470549
178,10.701133
179,15.658465
180,18.589683
181,20.006908
182,19.117099
183,18.010190
184,17.361807
185,15.101814
186,11.116641
187,12.547373
188,12.261979
189,13.738324
190,14.984521
191,16.996718
192,17.661159
193,15.799465
194,19.147930
195,19.123986
196,12.787282
197,14.167380
198,14.429169
199,15.367725
200,14.486627
